"","miRNAname","miRNAID","GeneEnsemblID","GeneName","TranslatePval","TranslateCorrCoef","TCGAReplication","CPTACReplication","Predictive","Validated","DiffHyp"
"22231","hsa-miR-132-5p","MIMAT0004594","ENSG00000122490","PQLC1","2.05e-17",-0.444,"YES","NA","No","No","No"
"22232","hsa-miR-132-5p","MIMAT0004594","ENSG00000122971","ACADS","1.73e-10",-0.34,"YES","NA","No","No","No"
"22235","hsa-miR-132-5p","MIMAT0004594","ENSG00000123453","SARDH","2.61e-13",-0.387,"YES","NA","No","No","No"
"22237","hsa-miR-132-5p","MIMAT0004594","ENSG00000124299","PEPD","2.08e-14",-0.403,"YES","NA","No","No","No"
"22238","hsa-miR-132-5p","MIMAT0004594","ENSG00000124313","IQSEC2","3.38e-11",-0.352,"YES","NA","YES","No","No"
"22241","hsa-miR-132-5p","MIMAT0004594","ENSG00000125144","MT1G","3.55e-17",-0.441,"YES","NA","No","No","No"
"22242","hsa-miR-132-5p","MIMAT0004594","ENSG00000125170","DOK4","5.84e-14",-0.397,"YES","NA","YES","No","No"
"22243","hsa-miR-132-5p","MIMAT0004594","ENSG00000125520","SLC2A4RG","2.29e-13",-0.388,"YES","NA","No","No","No"
"22244","hsa-miR-132-5p","MIMAT0004594","ENSG00000125650","PSPN","4.76e-12",-0.367,"YES","NA","No","No","Yes"
"22246","hsa-miR-132-5p","MIMAT0004594","ENSG00000125741","OPA3","1.68e-15",-0.419,"YES","NA","No","No","No"
"22249","hsa-miR-132-5p","MIMAT0004594","ENSG00000126231","PROZ","7.35e-13",-0.38,"YES","NA","No","No","No"
"22252","hsa-miR-132-5p","MIMAT0004594","ENSG00000126522","ASL","5.09e-14",-0.398,"YES","NA","No","No","No"
"22253","hsa-miR-132-5p","MIMAT0004594","ENSG00000126602","TRAP1","9.59e-12",-0.362,"YES","NA","No","No","No"
"22255","hsa-miR-132-5p","MIMAT0004594","ENSG00000127884","ECHS1","7.04e-11",-0.347,"YES","NA","No","No","No"
"22256","hsa-miR-132-5p","MIMAT0004594","ENSG00000128165","ADM2","2.73e-19",-0.467,"YES","NA","No","No","No"
"22261","hsa-miR-132-5p","MIMAT0004594","ENSG00000128298","BAIAP2L2","7.52e-12",-0.363,"YES","NA","No","No","No"
"22262","hsa-miR-132-5p","MIMAT0004594","ENSG00000128309","MPST","3.44e-13",-0.385,"YES","NA","No","No","No"
"22263","hsa-miR-132-5p","MIMAT0004594","ENSG00000128311","TST","3.56e-12",-0.369,"YES","NA","No","No","No"
"22265","hsa-miR-132-5p","MIMAT0004594","ENSG00000128536","CDHR3","8.16e-13",-0.379,"YES","NA","No","No","No"
"22266","hsa-miR-132-5p","MIMAT0004594","ENSG00000128973","CLN6","1.47e-18",-0.459,"YES","NA","YES","YES","No"
"22267","hsa-miR-132-5p","MIMAT0004594","ENSG00000129214","SHBG","1.04e-10",-0.344,"YES","NA","No","No","No"
"22271","hsa-miR-132-5p","MIMAT0004594","ENSG00000130005","GAMT","1.90e-13",-0.389,"YES","NA","No","No","No"
"22273","hsa-miR-132-5p","MIMAT0004594","ENSG00000130045","NXNL2","5.73e-11",-0.348,"YES","NA","No","No","Yes"
"22276","hsa-miR-132-5p","MIMAT0004594","ENSG00000130203","APOE","2.30e-26",-0.541,"YES","NA","No","No","No"
"22279","hsa-miR-132-5p","MIMAT0004594","ENSG00000130584","ZBTB46","2.12e-10",-0.338,"YES","NA","No","YES","No"
"22280","hsa-miR-132-5p","MIMAT0004594","ENSG00000130700","GATA5","5.18e-14",-0.398,"YES","NA","No","No","No"
"22281","hsa-miR-132-5p","MIMAT0004594","ENSG00000130707","ASS1","6.86e-14",-0.396,"YES","NA","No","No","No"
"22282","hsa-miR-132-5p","MIMAT0004594","ENSG00000130766","SESN2","2.08e-11",-0.356,"YES","NA","No","No","No"
"22284","hsa-miR-132-5p","MIMAT0004594","ENSG00000131089","ARHGEF9","5.08e-10",-0.331,"YES","NA","No","No","No"
"22285","hsa-miR-132-5p","MIMAT0004594","ENSG00000131094","C1QL1","4.78e-12",-0.367,"YES","NA","No","No","No"
"22286","hsa-miR-132-5p","MIMAT0004594","ENSG00000131943","C19orf12","2.45e-09",-0.318,"YES","NA","No","No","No"
"22287","hsa-miR-132-5p","MIMAT0004594","ENSG00000132330","SCLY","2.83e-16",-0.429,"YES","NA","No","No","No"
"22288","hsa-miR-132-5p","MIMAT0004594","ENSG00000132613","MTSS1L","1.09e-09",-0.325,"YES","NA","No","No","No"
"22289","hsa-miR-132-5p","MIMAT0004594","ENSG00000132688","NES","9.23e-15",-0.408,"YES","NA","No","No","No"
"22292","hsa-miR-132-5p","MIMAT0004594","ENSG00000134248","LAMTOR5","9.64e-11",-0.344,"YES","NA","No","No","No"
"22294","hsa-miR-132-5p","MIMAT0004594","ENSG00000134817","APLNR","2.67e-15",-0.416,"YES","NA","No","No","No"
"22295","hsa-miR-132-5p","MIMAT0004594","ENSG00000135100","HNF1A","5.57e-18",-0.452,"YES","NA","No","No","No"
"22296","hsa-miR-132-5p","MIMAT0004594","ENSG00000135838","NPL","3.85e-10",-0.333,"YES","NA","No","No","No"
"22298","hsa-miR-132-5p","MIMAT0004594","ENSG00000135929","CYP27A1","2.51e-09",-0.318,"YES","NA","No","No","No"
"22300","hsa-miR-132-5p","MIMAT0004594","ENSG00000136371","MTHFS","5.58e-14",-0.397,"YES","NA","No","No","No"
"22302","hsa-miR-132-5p","MIMAT0004594","ENSG00000136463","TACO1","6.64e-19",-0.463,"YES","NA","No","No","No"
"22303","hsa-miR-132-5p","MIMAT0004594","ENSG00000136717","BIN1","6.21e-11",-0.348,"YES","NA","No","No","No"
"22307","hsa-miR-132-5p","MIMAT0004594","ENSG00000136943","CTSV","6.79e-10",-0.329,"YES","NA","No","No","No"
"22308","hsa-miR-132-5p","MIMAT0004594","ENSG00000136944","LMX1B","1.79e-12",-0.374,"YES","NA","No","No","No"
"22313","hsa-miR-132-5p","MIMAT0004594","ENSG00000137868","STRA6","7.97e-11",-0.346,"YES","NA","YES","No","No"
"22316","hsa-miR-132-5p","MIMAT0004594","ENSG00000138030","KHK","9.48e-25",-0.526,"YES","NA","No","No","No"
"22317","hsa-miR-132-5p","MIMAT0004594","ENSG00000138100","TRIM54","6.23e-17",-0.438,"YES","NA","No","No","No"
"22319","hsa-miR-132-5p","MIMAT0004594","ENSG00000138308","PLA2G12B","8.42e-10",-0.327,"YES","NA","No","No","No"
"22321","hsa-miR-132-5p","MIMAT0004594","ENSG00000138867","GUCD1","4.90e-16",-0.426,"YES","NA","YES","No","No"
"22322","hsa-miR-132-5p","MIMAT0004594","ENSG00000139194","RBP5","4.92e-14",-0.398,"YES","NA","No","No","No"
"22323","hsa-miR-132-5p","MIMAT0004594","ENSG00000139197","PEX5","1.84e-13",-0.389,"YES","NA","No","No","No"
"22324","hsa-miR-132-5p","MIMAT0004594","ENSG00000139266","MARCH9","2.83e-13",-0.386,"YES","NA","No","No","No"
"22326","hsa-miR-132-5p","MIMAT0004594","ENSG00000139540","SLC39A5","3.67e-19",-0.466,"YES","NA","No","No","No"
"22331","hsa-miR-132-5p","MIMAT0004594","ENSG00000140675","SLC5A2","1.36e-13",-0.391,"YES","NA","No","No","No"
"22335","hsa-miR-132-5p","MIMAT0004594","ENSG00000141295","SCRN2","1.21e-13",-0.392,"YES","NA","No","No","No"
"22336","hsa-miR-132-5p","MIMAT0004594","ENSG00000141337","ARSG","7.42e-10",-0.328,"YES","NA","No","No","Yes"
"22337","hsa-miR-132-5p","MIMAT0004594","ENSG00000141504","SAT2","7.05e-12",-0.364,"YES","NA","No","No","No"
"22343","hsa-miR-132-5p","MIMAT0004594","ENSG00000142168","SOD1","1.95e-10",-0.339,"YES","NA","No","No","No"
"22344","hsa-miR-132-5p","MIMAT0004594","ENSG00000142182","DNMT3L","2.63e-16",-0.43,"YES","NA","No","No","No"
"22348","hsa-miR-132-5p","MIMAT0004594","ENSG00000142484","TM4SF5","3.96e-16",-0.428,"YES","NA","No","No","No"
"22349","hsa-miR-132-5p","MIMAT0004594","ENSG00000142583","SLC2A5","6.98e-10",-0.328,"YES","NA","No","No","No"
"22351","hsa-miR-132-5p","MIMAT0004594","ENSG00000142661","MYOM3","4.24e-15",-0.413,"YES","NA","No","No","No"
"22352","hsa-miR-132-5p","MIMAT0004594","ENSG00000142748","FCN3","3.27e-12",-0.369,"YES","NA","No","No","No"
"22353","hsa-miR-132-5p","MIMAT0004594","ENSG00000143627","PKLR","1.28e-11",-0.359,"YES","NA","No","No","No"
"22357","hsa-miR-132-5p","MIMAT0004594","ENSG00000143845","ETNK2","1.49e-10",-0.341,"YES","NA","No","No","No"
"22361","hsa-miR-132-5p","MIMAT0004594","ENSG00000144908","ALDH1L1","1.22e-24",-0.525,"YES","NA","YES","No","No"
"22365","hsa-miR-132-5p","MIMAT0004594","ENSG00000145824","CXCL14","9.33e-10",-0.326,"YES","NA","YES","No","No"
"22366","hsa-miR-132-5p","MIMAT0004594","ENSG00000145934","TENM2","6.63e-11",-0.347,"YES","NA","No","No","No"
"22370","hsa-miR-132-5p","MIMAT0004594","ENSG00000146197","SCUBE3","1.92e-11",-0.356,"YES","NA","No","No","No"
"22371","hsa-miR-132-5p","MIMAT0004594","ENSG00000146755","TRIM50","1.36e-17",-0.447,"YES","NA","No","No","No"
"22372","hsa-miR-132-5p","MIMAT0004594","ENSG00000146809","ASB15","9.13e-10",-0.326,"YES","NA","No","No","No"
"22376","hsa-miR-132-5p","MIMAT0004594","ENSG00000147481","SNTG1","9.89e-10",-0.325,"YES","NA","No","No","No"
"22377","hsa-miR-132-5p","MIMAT0004594","ENSG00000148204","CRB2","1.46e-15",-0.42,"YES","NA","No","No","No"
"22379","hsa-miR-132-5p","MIMAT0004594","ENSG00000148660","CAMK2G","1.03e-15",-0.422,"YES","NA","No","No","No"
"22380","hsa-miR-132-5p","MIMAT0004594","ENSG00000148803","FUOM","1.93e-18",-0.457,"YES","NA","No","No","No"
"22381","hsa-miR-132-5p","MIMAT0004594","ENSG00000148842","CNNM2","5.73e-10",-0.33,"YES","NA","No","No","No"
"22384","hsa-miR-132-5p","MIMAT0004594","ENSG00000149328","GLB1L2","1.38e-10",-0.341,"YES","NA","No","No","No"
"22385","hsa-miR-132-5p","MIMAT0004594","ENSG00000149452","SLC22A8","5.51e-12",-0.366,"YES","NA","No","No","No"
"22387","hsa-miR-132-5p","MIMAT0004594","ENSG00000149657","LSM14B","3.47e-12",-0.369,"YES","NA","YES","No","No"
"22392","hsa-miR-132-5p","MIMAT0004594","ENSG00000151552","QDPR","8.22e-19",-0.462,"YES","NA","No","No","No"
"22393","hsa-miR-132-5p","MIMAT0004594","ENSG00000152292","SH2D6","1.42e-11",-0.359,"YES","NA","No","No","Yes"
"22396","hsa-miR-132-5p","MIMAT0004594","ENSG00000153303","FRMD1","4.04e-17",-0.441,"YES","NA","No","No","No"
"22400","hsa-miR-132-5p","MIMAT0004594","ENSG00000154025","SLC5A10","2.78e-10",-0.336,"YES","NA","YES","No","No"
"22401","hsa-miR-132-5p","MIMAT0004594","ENSG00000154783","FGD5","8.40e-11",-0.345,"YES","NA","No","No","No"
"22404","hsa-miR-132-5p","MIMAT0004594","ENSG00000155846","PPARGC1B","4.82e-12",-0.367,"YES","NA","No","No","No"
"22405","hsa-miR-132-5p","MIMAT0004594","ENSG00000156413","FUT6","4.94e-11",-0.349,"YES","NA","No","No","No"
"22406","hsa-miR-132-5p","MIMAT0004594","ENSG00000156885","COX6A2","4.94e-12",-0.366,"YES","NA","No","No","No"
"22407","hsa-miR-132-5p","MIMAT0004594","ENSG00000157322","CLEC18A","9.91e-15",-0.408,"YES","NA","No","No","No"
"22408","hsa-miR-132-5p","MIMAT0004594","ENSG00000157326","DHRS4","8.56e-24",-0.517,"YES","NA","No","No","Yes"
"22409","hsa-miR-132-5p","MIMAT0004594","ENSG00000157335","CLEC18C","7.26e-16",-0.424,"YES","NA","No","No","No"
"22410","hsa-miR-132-5p","MIMAT0004594","ENSG00000157399","ARSE","1.65e-12",-0.374,"YES","NA","No","No","No"
"22413","hsa-miR-132-5p","MIMAT0004594","ENSG00000158014","SLC30A2","1.17e-12",-0.377,"YES","NA","YES","No","No"
"22414","hsa-miR-132-5p","MIMAT0004594","ENSG00000158022","TRIM63","2.82e-10",-0.336,"YES","NA","No","No","No"
"22415","hsa-miR-132-5p","MIMAT0004594","ENSG00000158104","HPD","4.87e-19",-0.464,"YES","NA","No","No","No"
"22416","hsa-miR-132-5p","MIMAT0004594","ENSG00000158109","TPRG1L","1.28e-09",-0.323,"YES","NA","No","No","No"
"22418","hsa-miR-132-5p","MIMAT0004594","ENSG00000158458","NRG2","1.28e-27",-0.553,"YES","NA","No","No","No"
"22423","hsa-miR-132-5p","MIMAT0004594","ENSG00000159173","TNNI1","7.28e-17",-0.437,"YES","NA","No","No","No"
"22425","hsa-miR-132-5p","MIMAT0004594","ENSG00000159423","ALDH4A1","9.95e-12",-0.361,"YES","NA","No","No","No"
"22426","hsa-miR-132-5p","MIMAT0004594","ENSG00000159618","ADGRG5","1.64e-19",-0.47,"YES","NA","No","No","No"
"22427","hsa-miR-132-5p","MIMAT0004594","ENSG00000159640","ACE","5.97e-11",-0.348,"YES","NA","No","No","No"
"22431","hsa-miR-132-5p","MIMAT0004594","ENSG00000159915","ZNF233","7.22e-13",-0.38,"YES","NA","No","No","No"
"22433","hsa-miR-132-5p","MIMAT0004594","ENSG00000160202","CRYAA","7.84e-10",-0.327,"YES","NA","No","No","No"
"22435","hsa-miR-132-5p","MIMAT0004594","ENSG00000160282","FTCD","1.92e-09",-0.32,"YES","NA","No","No","No"
"22436","hsa-miR-132-5p","MIMAT0004594","ENSG00000160460","SPTBN4","1.18e-18",-0.46,"YES","NA","No","No","No"
"22438","hsa-miR-132-5p","MIMAT0004594","ENSG00000160801","PTH1R","3.68e-13",-0.385,"YES","NA","No","No","No"
"22439","hsa-miR-132-5p","MIMAT0004594","ENSG00000160808","MYL3","1.12e-25",-0.535,"YES","NA","No","No","No"
"22441","hsa-miR-132-5p","MIMAT0004594","ENSG00000160862","AZGP1","2.70e-12",-0.371,"YES","NA","No","No","No"
"22442","hsa-miR-132-5p","MIMAT0004594","ENSG00000160867","FGFR4","7.88e-10",-0.327,"YES","NA","No","No","No"
"22444","hsa-miR-132-5p","MIMAT0004594","ENSG00000160972","PPP1R16A","4.88e-12",-0.367,"YES","NA","No","No","No"
"22446","hsa-miR-132-5p","MIMAT0004594","ENSG00000161091","MFSD12","1.34e-16",-0.434,"YES","NA","No","No","No"
"22448","hsa-miR-132-5p","MIMAT0004594","ENSG00000161270","NPHS1","2.04e-19",-0.469,"YES","NA","No","No","No"
"22450","hsa-miR-132-5p","MIMAT0004594","ENSG00000162066","AMDHD2","6.56e-22",-0.497,"YES","NA","YES","YES","No"
"22451","hsa-miR-132-5p","MIMAT0004594","ENSG00000162129","CLPB","6.70e-11",-0.347,"YES","NA","No","No","No"
"22454","hsa-miR-132-5p","MIMAT0004594","ENSG00000162341","TPCN2","7.79e-11",-0.346,"YES","NA","No","No","No"
"22455","hsa-miR-132-5p","MIMAT0004594","ENSG00000162366","PDZK1IP1","1.99e-19",-0.469,"YES","NA","No","No","No"
"22456","hsa-miR-132-5p","MIMAT0004594","ENSG00000162377","COA7","1.07e-10",-0.343,"YES","NA","No","No","Yes"
"22457","hsa-miR-132-5p","MIMAT0004594","ENSG00000162391","FAM151A","2.52e-16",-0.43,"YES","NA","No","No","No"
"22459","hsa-miR-132-5p","MIMAT0004594","ENSG00000162460","TMEM82","2.93e-14",-0.401,"YES","NA","No","No","No"
"22462","hsa-miR-132-5p","MIMAT0004594","ENSG00000162551","ALPL","1.55e-13",-0.39,"YES","NA","No","No","No"
"22464","hsa-miR-132-5p","MIMAT0004594","ENSG00000162631","NTNG1","1.75e-11",-0.357,"YES","NA","No","No","No"
"22465","hsa-miR-132-5p","MIMAT0004594","ENSG00000162817","C1orf115","5.20e-12",-0.366,"YES","NA","No","No","No"
"22466","hsa-miR-132-5p","MIMAT0004594","ENSG00000162881","OXER1","1.72e-09",-0.321,"YES","NA","No","No","No"
"22467","hsa-miR-132-5p","MIMAT0004594","ENSG00000162882","HAAO","1.13e-19",-0.472,"YES","NA","No","No","No"
"22470","hsa-miR-132-5p","MIMAT0004594","ENSG00000163586","FABP1","1.17e-16",-0.435,"YES","NA","No","No","No"
"22472","hsa-miR-132-5p","MIMAT0004594","ENSG00000163884","KLF15","5.04e-17",-0.439,"YES","NA","No","No","No"
"22474","hsa-miR-132-5p","MIMAT0004594","ENSG00000163995","ABLIM2","2.54e-09",-0.317,"YES","NA","No","No","No"
"22477","hsa-miR-132-5p","MIMAT0004594","ENSG00000164283","ESM1","1.49e-09",-0.322,"YES","NA","No","No","No"
"22478","hsa-miR-132-5p","MIMAT0004594","ENSG00000164520","RAET1E","1.09e-13",-0.393,"YES","NA","No","No","No"
"22484","hsa-miR-132-5p","MIMAT0004594","ENSG00000165633","VSTM4","1.68e-11",-0.357,"YES","NA","No","No","No"
"22486","hsa-miR-132-5p","MIMAT0004594","ENSG00000165685","TMEM52B","2.53e-09",-0.318,"YES","NA","No","No","No"
"22488","hsa-miR-132-5p","MIMAT0004594","ENSG00000165828","PRAP1","1.96e-14",-0.404,"YES","NA","No","No","No"
"22489","hsa-miR-132-5p","MIMAT0004594","ENSG00000165861","ZFYVE1","1.89e-10",-0.339,"YES","NA","No","No","No"
"22492","hsa-miR-132-5p","MIMAT0004594","ENSG00000166123","GPT2","4.39e-12",-0.367,"YES","NA","No","No","No"
"22493","hsa-miR-132-5p","MIMAT0004594","ENSG00000166126","AMN","1.33e-17",-0.447,"YES","NA","No","No","No"
"22497","hsa-miR-132-5p","MIMAT0004594","ENSG00000166426","CRABP1","1.11e-17",-0.448,"YES","NA","No","No","No"
"22498","hsa-miR-132-5p","MIMAT0004594","ENSG00000166816","LDHD","4.60e-12",-0.367,"YES","NA","YES","No","No"
"22499","hsa-miR-132-5p","MIMAT0004594","ENSG00000166831","RBPMS2","2.33e-13",-0.388,"YES","NA","No","No","No"
"22501","hsa-miR-132-5p","MIMAT0004594","ENSG00000167107","ACSF2","6.07e-17",-0.438,"YES","NA","No","No","No"
"22503","hsa-miR-132-5p","MIMAT0004594","ENSG00000167363","FN3K","1.93e-21",-0.492,"YES","NA","No","No","No"
"22506","hsa-miR-132-5p","MIMAT0004594","ENSG00000167588","GPD1","2.01e-12",-0.373,"YES","NA","No","No","No"
"22510","hsa-miR-132-5p","MIMAT0004594","ENSG00000167711","SERPINF2","2.99e-12",-0.37,"YES","NA","No","No","No"
"22511","hsa-miR-132-5p","MIMAT0004594","ENSG00000167716","WDR81","1.18e-16",-0.435,"YES","NA","No","No","No"
