"","miRNAname","miRNAID","GeneEnsemblID","GeneName","TranslatePval","TranslateCorrCoef","TCGAReplication","CPTACReplication","Predictive","Validated","DiffHyp"
"72501","hsa-miR-217-5p","MIMAT0000274","ENSG00000165816","VWA2","1.28e-15",-0.421,"YES","NA","No","No","No"
"72502","hsa-miR-217-5p","MIMAT0000274","ENSG00000165929","TC2N","1.68e-10",-0.34,"YES","NA","YES","No","No"
"72503","hsa-miR-217-5p","MIMAT0000274","ENSG00000166295","ANAPC16","1.38e-11",-0.359,"YES","NA","No","No","No"
"72504","hsa-miR-217-5p","MIMAT0000274","ENSG00000166483","WEE1","1.52e-19",-0.47,"YES","NA","No","No","No"
"72508","hsa-miR-217-5p","MIMAT0000274","ENSG00000167080","B4GALNT2","1.03e-15",-0.422,"YES","NA","No","No","No"
"72509","hsa-miR-217-5p","MIMAT0000274","ENSG00000167105","TMEM92","2.29e-09",-0.318,"YES","NA","No","No","No"
"72512","hsa-miR-217-5p","MIMAT0000274","ENSG00000167460","TPM4","2.06e-14",-0.403,"YES","NA","No","No","No"
"72516","hsa-miR-217-5p","MIMAT0000274","ENSG00000167904","TMEM68","1.52e-11",-0.358,"YES","NA","YES","No","No"
"72517","hsa-miR-217-5p","MIMAT0000274","ENSG00000168077","SCARA3","5.69e-10",-0.33,"YES","NA","No","No","No"
"72520","hsa-miR-217-5p","MIMAT0000274","ENSG00000168575","SLC20A2","1.41e-12",-0.375,"YES","NA","No","No","No"
"72522","hsa-miR-217-5p","MIMAT0000274","ENSG00000169129","AFAP1L2","2.92e-09",-0.316,"YES","NA","No","No","No"
"72523","hsa-miR-217-5p","MIMAT0000274","ENSG00000169439","SDC2","1.39e-11",-0.359,"YES","NA","No","No","No"
"72525","hsa-miR-217-5p","MIMAT0000274","ENSG00000169902","TPST1","8.43e-11",-0.345,"YES","NA","No","No","No"
"72526","hsa-miR-217-5p","MIMAT0000274","ENSG00000170035","UBE2E3","4.58e-13",-0.383,"YES","NA","No","No","No"
"72527","hsa-miR-217-5p","MIMAT0000274","ENSG00000170142","UBE2E1","1.98e-09",-0.32,"YES","NA","No","No","No"
"72528","hsa-miR-217-5p","MIMAT0000274","ENSG00000170312","CDK1","1.95e-09",-0.32,"YES","NA","YES","No","No"
"72531","hsa-miR-217-5p","MIMAT0000274","ENSG00000170525","PFKFB3","2.39e-16",-0.43,"YES","NA","No","No","No"
"72534","hsa-miR-217-5p","MIMAT0000274","ENSG00000171055","FEZ2","2.20e-11",-0.355,"YES","NA","No","No","No"
"72537","hsa-miR-217-5p","MIMAT0000274","ENSG00000171314","PGAM1","1.10e-09",-0.325,"YES","NA","No","No","No"
"72540","hsa-miR-217-5p","MIMAT0000274","ENSG00000171889","MIR31HG","1.63e-17",-0.446,"YES","NA","No","No","No"
"72542","hsa-miR-217-5p","MIMAT0000274","ENSG00000172687","ZNF738","1.20e-12",-0.376,"YES","NA","No","No","No"
"72543","hsa-miR-217-5p","MIMAT0000274","ENSG00000172775","FAM192A","6.93e-10",-0.328,"YES","NA","No","No","No"
"72546","hsa-miR-217-5p","MIMAT0000274","ENSG00000173715","C11orf80","9.11e-10",-0.326,"YES","NA","No","No","No"
"72547","hsa-miR-217-5p","MIMAT0000274","ENSG00000174370","C11orf45","2.45e-09",-0.318,"YES","NA","No","No","No"
"72549","hsa-miR-217-5p","MIMAT0000274","ENSG00000174607","UGT8","4.43e-15",-0.413,"YES","NA","No","No","No"
"72550","hsa-miR-217-5p","MIMAT0000274","ENSG00000174749","C4orf32","2.41e-09",-0.318,"YES","NA","No","No","No"
"72552","hsa-miR-217-5p","MIMAT0000274","ENSG00000174899","PQLC2L","7.07e-10",-0.328,"YES","NA","No","No","No"
"72556","hsa-miR-217-5p","MIMAT0000274","ENSG00000175471","MCTP1","2.96e-14",-0.401,"YES","NA","No","No","No"
"72557","hsa-miR-217-5p","MIMAT0000274","ENSG00000175785","PRIMA1","3.12e-10",-0.335,"YES","NA","No","No","No"
"72558","hsa-miR-217-5p","MIMAT0000274","ENSG00000176029","C11orf16","8.71e-11",-0.345,"YES","NA","No","No","No"
"72559","hsa-miR-217-5p","MIMAT0000274","ENSG00000176463","SLCO3A1","1.63e-10",-0.34,"YES","NA","No","No","No"
"72560","hsa-miR-217-5p","MIMAT0000274","ENSG00000176842","IRX5","4.90e-11",-0.349,"YES","NA","No","No","No"
"72561","hsa-miR-217-5p","MIMAT0000274","ENSG00000176907","C8orf4","1.92e-15",-0.418,"YES","NA","YES","No","No"
"72563","hsa-miR-217-5p","MIMAT0000274","ENSG00000177054","ZDHHC13","8.71e-14",-0.394,"YES","NA","No","No","No"
"72566","hsa-miR-217-5p","MIMAT0000274","ENSG00000179104","TMTC2","1.57e-16",-0.433,"YES","NA","No","No","No"
"72567","hsa-miR-217-5p","MIMAT0000274","ENSG00000179163","FUCA1","2.23e-12",-0.372,"YES","NA","No","No","Yes"
"72569","hsa-miR-217-5p","MIMAT0000274","ENSG00000179869","ABCA13","4.00e-16",-0.427,"YES","NA","No","No","No"
"72570","hsa-miR-217-5p","MIMAT0000274","ENSG00000179913","B3GNT3","2.98e-10",-0.335,"YES","NA","No","No","No"
"72572","hsa-miR-217-5p","MIMAT0000274","ENSG00000180318","ALX1","1.26e-09",-0.323,"YES","NA","No","No","No"
"72575","hsa-miR-217-5p","MIMAT0000274","ENSG00000181264","TMEM136","1.44e-12",-0.375,"YES","NA","No","No","No"
"72576","hsa-miR-217-5p","MIMAT0000274","ENSG00000182107","TMEM30B","4.43e-14",-0.399,"YES","NA","No","No","No"
"72578","hsa-miR-217-5p","MIMAT0000274","ENSG00000182985","CADM1","1.19e-10",-0.343,"YES","NA","No","No","No"
"72579","hsa-miR-217-5p","MIMAT0000274","ENSG00000183255","PTTG1IP","1.12e-13",-0.392,"YES","NA","No","No","No"
"72582","hsa-miR-217-5p","MIMAT0000274","ENSG00000183690","EFHC2","4.23e-16",-0.427,"YES","NA","YES","No","No"
"72586","hsa-miR-217-5p","MIMAT0000274","ENSG00000183935","HTR7P1","1.74e-12",-0.374,"YES","NA","No","No","Yes"
"72587","hsa-miR-217-5p","MIMAT0000274","ENSG00000183943","PRKX","4.74e-14",-0.398,"YES","NA","No","No","No"
"72588","hsa-miR-217-5p","MIMAT0000274","ENSG00000184254","ALDH1A3","8.32e-12",-0.363,"YES","NA","No","No","No"
"72589","hsa-miR-217-5p","MIMAT0000274","ENSG00000184292","TACSTD2","6.09e-14",-0.396,"YES","NA","No","No","No"
"72590","hsa-miR-217-5p","MIMAT0000274","ENSG00000184344","GDF3","2.93e-13",-0.386,"YES","NA","No","No","No"
"72591","hsa-miR-217-5p","MIMAT0000274","ENSG00000184678","HIST2H2BE","1.72e-11",-0.357,"YES","NA","No","No","No"
"72592","hsa-miR-217-5p","MIMAT0000274","ENSG00000184995","IFNE","1.09e-13",-0.393,"YES","NA","No","No","No"
"72594","hsa-miR-217-5p","MIMAT0000274","ENSG00000185404","SP140L","3.68e-11",-0.352,"YES","NA","No","No","No"
"72598","hsa-miR-217-5p","MIMAT0000274","ENSG00000187554","TLR5","2.78e-15",-0.416,"YES","NA","No","No","No"
"72600","hsa-miR-217-5p","MIMAT0000274","ENSG00000187720","THSD4","6.49e-13",-0.381,"YES","NA","No","No","No"
"72602","hsa-miR-217-5p","MIMAT0000274","ENSG00000188064","WNT7B","5.42e-16",-0.426,"YES","NA","No","No","No"
"72604","hsa-miR-217-5p","MIMAT0000274","ENSG00000188313","PLSCR1","9.44e-17",-0.436,"YES","NA","No","No","No"
"72607","hsa-miR-217-5p","MIMAT0000274","ENSG00000188612","SUMO2","1.29e-13",-0.392,"YES","NA","No","No","No"
"72608","hsa-miR-217-5p","MIMAT0000274","ENSG00000188761","BCL2L15","1.40e-13",-0.391,"YES","NA","No","No","No"
"72614","hsa-miR-217-5p","MIMAT0000274","ENSG00000189337","KAZN","5.57e-12",-0.366,"YES","NA","YES","No","No"
"72617","hsa-miR-217-5p","MIMAT0000274","ENSG00000196189","SEMA4A","8.54e-11",-0.345,"YES","NA","No","No","No"
"72618","hsa-miR-217-5p","MIMAT0000274","ENSG00000196542","SPTSSB","2.86e-13",-0.386,"YES","NA","No","No","No"
"72621","hsa-miR-217-5p","MIMAT0000274","ENSG00000196767","POU3F4","3.96e-10",-0.333,"YES","NA","No","No","No"
"72622","hsa-miR-217-5p","MIMAT0000274","ENSG00000196787","HIST1H2AG","1.27e-09",-0.323,"YES","NA","No","No","No"
"72624","hsa-miR-217-5p","MIMAT0000274","ENSG00000197497","ZNF665","2.38e-09",-0.318,"YES","NA","No","No","No"
"72626","hsa-miR-217-5p","MIMAT0000274","ENSG00000197705","KLHL14","1.03e-18",-0.46,"YES","NA","No","No","No"
"72627","hsa-miR-217-5p","MIMAT0000274","ENSG00000197747","S100A10","3.93e-10",-0.333,"YES","NA","No","No","No"
"72629","hsa-miR-217-5p","MIMAT0000274","ENSG00000197857","ZNF44","1.44e-17",-0.446,"YES","NA","No","No","No"
"72630","hsa-miR-217-5p","MIMAT0000274","ENSG00000197903","HIST1H2BK","5.54e-10",-0.33,"YES","NA","No","No","No"
"72632","hsa-miR-217-5p","MIMAT0000274","ENSG00000197935","ZNF311","1.14e-09",-0.324,"YES","NA","No","No","No"
"72633","hsa-miR-217-5p","MIMAT0000274","ENSG00000197956","S100A6","1.08e-14",-0.408,"YES","NA","No","No","No"
"72634","hsa-miR-217-5p","MIMAT0000274","ENSG00000197959","DNM3","1.67e-11",-0.358,"YES","NA","YES","No","No"
"72639","hsa-miR-217-5p","MIMAT0000274","ENSG00000198270","TMEM116","2.41e-11",-0.355,"YES","NA","No","No","Yes"
"72641","hsa-miR-217-5p","MIMAT0000274","ENSG00000198691","ABCA4","6.94e-11",-0.347,"YES","NA","YES","No","No"
"72644","hsa-miR-217-5p","MIMAT0000274","ENSG00000203814","HIST2H2BF","2.43e-14",-0.402,"YES","NA","No","No","No"
"72646","hsa-miR-217-5p","MIMAT0000274","ENSG00000205542","TMSB4X","2.26e-09",-0.318,"YES","NA","YES","No","No"
"72650","hsa-miR-217-5p","MIMAT0000274","ENSG00000212743","RP11-563J2.3","1.47e-09",-0.322,"YES","NA","No","No","No"
"72651","hsa-miR-217-5p","MIMAT0000274","ENSG00000212916","MAP10","3.86e-14",-0.399,"YES","NA","YES","No","No"
"72653","hsa-miR-217-5p","MIMAT0000274","ENSG00000213801","ZNF321P","1.73e-13",-0.39,"YES","NA","No","No","No"
"72654","hsa-miR-217-5p","MIMAT0000274","ENSG00000213988","ZNF90","1.69e-09",-0.321,"YES","NA","No","No","No"
"72655","hsa-miR-217-5p","MIMAT0000274","ENSG00000214955","AP000318.2","1.30e-10",-0.342,"YES","NA","No","No","Yes"
"72656","hsa-miR-217-5p","MIMAT0000274","ENSG00000215244","RP11-563J2.2","2.36e-16",-0.431,"YES","NA","No","No","No"
"72657","hsa-miR-217-5p","MIMAT0000274","ENSG00000215452","ZNF663P","7.90e-10",-0.327,"YES","NA","No","No","No"
"72658","hsa-miR-217-5p","MIMAT0000274","ENSG00000221955","SLC12A8","4.44e-10",-0.332,"YES","NA","YES","No","No"
"72659","hsa-miR-217-5p","MIMAT0000274","ENSG00000222047","C10orf55","2.71e-15",-0.416,"YES","NA","YES","No","No"
"72660","hsa-miR-217-5p","MIMAT0000274","ENSG00000223561","AC003090.1","6.91e-10",-0.328,"YES","NA","No","No","No"
"72662","hsa-miR-217-5p","MIMAT0000274","ENSG00000224251","RP11-499O7.7","1.63e-09",-0.321,"YES","NA","No","No","No"
"72663","hsa-miR-217-5p","MIMAT0000274","ENSG00000224269","AP000697.6","2.56e-10",-0.336,"YES","NA","No","No","No"
"72666","hsa-miR-217-5p","MIMAT0000274","ENSG00000226690","AC005281.1","6.31e-16",-0.425,"YES","NA","No","No","No"
"72667","hsa-miR-217-5p","MIMAT0000274","ENSG00000226816","AC005082.12","8.00e-13",-0.379,"YES","NA","No","No","No"
"72668","hsa-miR-217-5p","MIMAT0000274","ENSG00000227338","RP11-195B3.1","5.78e-10",-0.33,"YES","NA","No","No","Yes"
"72669","hsa-miR-217-5p","MIMAT0000274","ENSG00000227456","LINC00310","3.13e-11",-0.353,"YES","NA","No","No","No"
"72672","hsa-miR-217-5p","MIMAT0000274","ENSG00000228526","MIR34AHG","8.06e-10",-0.327,"YES","NA","No","No","No"
"72674","hsa-miR-217-5p","MIMAT0000274","ENSG00000228798","AP000473.5","6.12e-11",-0.348,"YES","NA","No","No","No"
"72675","hsa-miR-217-5p","MIMAT0000274","ENSG00000229689","AC009237.8","5.94e-10",-0.33,"YES","NA","No","No","No"
"72676","hsa-miR-217-5p","MIMAT0000274","ENSG00000230479","AP000695.6","1.60e-09",-0.321,"YES","NA","No","No","No"
"72678","hsa-miR-217-5p","MIMAT0000274","ENSG00000230989","HSBP1","2.34e-09",-0.318,"YES","NA","No","No","No"
"72680","hsa-miR-217-5p","MIMAT0000274","ENSG00000231826","AC016735.2","3.84e-13",-0.384,"YES","NA","No","No","No"
"72681","hsa-miR-217-5p","MIMAT0000274","ENSG00000231889","TRAF3IP2-AS1","4.09e-10",-0.333,"YES","NA","No","No","No"
"72683","hsa-miR-217-5p","MIMAT0000274","ENSG00000233725","LINC00284","2.10e-10",-0.338,"YES","NA","No","No","Yes"
"72685","hsa-miR-217-5p","MIMAT0000274","ENSG00000234289","H2BFS","2.04e-15",-0.418,"YES","NA","No","No","No"
"72689","hsa-miR-217-5p","MIMAT0000274","ENSG00000237330","RNF223","1.43e-09",-0.322,"YES","NA","No","No","No"
"72693","hsa-miR-217-5p","MIMAT0000274","ENSG00000243147","MRPL33","8.73e-12",-0.362,"YES","NA","YES","No","No"
"72694","hsa-miR-217-5p","MIMAT0000274","ENSG00000243943","ZNF512","3.55e-12",-0.369,"YES","NA","No","No","No"
"72696","hsa-miR-217-5p","MIMAT0000274","ENSG00000245552","RP11-712B9.2","1.02e-14",-0.408,"YES","NA","No","No","No"
"72697","hsa-miR-217-5p","MIMAT0000274","ENSG00000245694","CRNDE","1.61e-10",-0.34,"YES","NA","No","No","No"
"72699","hsa-miR-217-5p","MIMAT0000274","ENSG00000245975","RP11-30K9.6","9.08e-10",-0.326,"YES","NA","No","No","No"
"72700","hsa-miR-217-5p","MIMAT0000274","ENSG00000247828","TMEM161B-AS1","2.89e-12",-0.37,"YES","NA","No","No","No"
"72702","hsa-miR-217-5p","MIMAT0000274","ENSG00000248668","OXCT1-AS1","1.94e-11",-0.356,"YES","NA","No","No","No"
"72705","hsa-miR-217-5p","MIMAT0000274","ENSG00000251595","ABCA11P","1.76e-14",-0.404,"YES","NA","No","No","No"
"72711","hsa-miR-217-5p","MIMAT0000274","ENSG00000257027","RP11-705C15.3","3.98e-11",-0.351,"YES","NA","No","No","No"
"72712","hsa-miR-217-5p","MIMAT0000274","ENSG00000257354","RP11-631N16.2","2.05e-10",-0.338,"YES","NA","No","No","No"
"72714","hsa-miR-217-5p","MIMAT0000274","ENSG00000258659","TRIM34","2.46e-10",-0.337,"YES","NA","No","No","Yes"
"72716","hsa-miR-217-5p","MIMAT0000274","ENSG00000259583","RP11-66B24.4","5.78e-10",-0.33,"YES","NA","No","No","No"
"72719","hsa-miR-217-5p","MIMAT0000274","ENSG00000261040","WFDC21P","5.48e-11",-0.349,"YES","NA","No","No","No"
"72721","hsa-miR-217-5p","MIMAT0000274","ENSG00000261116","RP3-523K23.2","1.66e-12",-0.374,"YES","NA","No","No","No"
"72725","hsa-miR-217-5p","MIMAT0000274","ENSG00000265519","CTD-3157E16.1","4.35e-10",-0.332,"YES","NA","No","No","No"
"72728","hsa-miR-217-5p","MIMAT0000274","ENSG00000267365","KCNJ2-AS1","8.79e-11",-0.345,"YES","NA","No","No","No"
"72729","hsa-miR-217-5p","MIMAT0000274","ENSG00000267423","AC005616.2","1.35e-09",-0.323,"YES","NA","No","No","No"
"72732","hsa-miR-217-5p","MIMAT0000274","ENSG00000268471","DKFZP434I0714","2.72e-10",-0.336,"YES","NA","No","No","No"
"72735","hsa-miR-217-5p","MIMAT0000274","ENSG00000272398","CD24","8.86e-18",-0.449,"YES","NA","No","No","No"
"72736","hsa-miR-217-5p","MIMAT0000274","ENSG00000272419","RP11-403I13.8","7.13e-13",-0.38,"YES","NA","No","No","No"
"72737","hsa-miR-217-5p","MIMAT0000274","ENSG00000273297","RP11-38M8.1","2.51e-11",-0.354,"YES","NA","No","No","No"
"72738","hsa-miR-217-5p","MIMAT0000274","ENSG00000273305","RP11-440D17.4","1.74e-12",-0.374,"YES","NA","No","No","No"
"72740","hsa-miR-217-5p","MIMAT0000274","ENSG00000274173","RP4-568C11.4","1.58e-09",-0.321,"YES","NA","No","No","No"
"72741","hsa-miR-217-5p","MIMAT0000274","ENSG00000274964","RP11-817I4.1","2.26e-09",-0.318,"YES","NA","No","No","No"
"72742","hsa-miR-217-5p","MIMAT0000274","ENSG00000275713","HIST1H2BH","6.85e-13",-0.38,"YES","NA","No","No","No"
"72743","hsa-miR-217-5p","MIMAT0000274","ENSG00000276180","HIST1H4I","8.80e-15",-0.409,"YES","NA","No","No","No"
"72744","hsa-miR-217-5p","MIMAT0000274","ENSG00000276334","AL133243.1","5.87e-12",-0.365,"YES","NA","No","No","No"
"72745","hsa-miR-217-5p","MIMAT0000274","ENSG00000277639","RP11-295M3.4","1.66e-11",-0.358,"YES","NA","No","No","No"
"72746","hsa-miR-217-5p","MIMAT0000274","ENSG00000278330","RP11-4B16.4","1.78e-09",-0.321,"YES","NA","No","No","No"
"72747","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000000003","TSPAN6","6.40e-13",-0.381,"YES","NA","No","No","No"
"72751","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000005001","PRSS22","9.04e-14",-0.394,"YES","NA","No","No","No"
"72754","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000007062","PROM1","8.32e-19",-0.462,"YES","NA","No","No","No"
"72756","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000010278","CD9","3.21e-16",-0.429,"YES","NA","No","No","No"
"72757","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000010310","GIPR","7.80e-10",-0.327,"YES","NA","No","No","No"
"72759","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000014216","CAPN1","9.58e-17",-0.436,"YES","NA","No","No","No"
"72762","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000026652","AGPAT4","7.59e-14",-0.395,"YES","NA","No","No","No"
"72764","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000035687","ADSS","2.53e-09",-0.318,"YES","NA","YES","No","No"
"72766","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000039600","SOX30","5.22e-10",-0.331,"YES","NA","No","No","No"
"72771","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000050405","LIMA1","1.11e-09",-0.324,"YES","NA","No","No","No"
"72777","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000058085","LAMC2","3.12e-14",-0.401,"YES","NA","No","No","No"
"72778","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000059378","PARP12","4.48e-12",-0.367,"YES","NA","No","No","No"
"72782","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000064692","SNCAIP","2.65e-13",-0.387,"YES","NA","No","No","No"
"72783","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000064787","BCAS1","4.80e-20",-0.476,"YES","NA","No","No","No"
"72784","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000065675","PRKCQ","2.43e-18",-0.456,"YES","NA","No","No","No"
"72787","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000067057","PFKP","2.98e-13",-0.386,"YES","NA","No","No","No"
"72788","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000067225","PKM","8.04e-15",-0.409,"YES","NA","No","No","Yes"
"72796","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000073111","MCM2","2.39e-12",-0.372,"YES","NA","No","No","Yes"
"72802","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000077274","CAPN6","9.54e-19",-0.461,"YES","NA","No","No","No"
"72809","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000082458","DLG3","1.42e-12",-0.375,"YES","NA","No","No","Yes"
"72812","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000083307","GRHL2","2.49e-13",-0.387,"YES","NA","No","No","No"
"72813","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000084207","GSTP1","2.82e-09",-0.317,"YES","NA","No","No","No"
"72814","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000085117","CD82","2.03e-14",-0.404,"YES","NA","No","No","No"
"72815","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000085662","AKR1B1","3.22e-13",-0.385,"YES","NA","No","No","No"
"72816","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000085741","WNT11","4.17e-13",-0.384,"YES","NA","No","No","No"
"72818","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000087510","TFAP2C","1.24e-14",-0.407,"YES","NA","No","No","Yes"
"72819","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000088002","SULT2B1","8.58e-15",-0.409,"YES","NA","No","No","No"
"72824","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000091879","ANGPT2","4.65e-13",-0.383,"YES","NA","No","No","No"
"72825","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000093010","COMT","2.52e-17",-0.443,"YES","NA","No","No","No"
"72827","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000095303","PTGS1","8.34e-19",-0.462,"YES","NA","No","No","No"
"72832","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000099282","TSPAN15","3.91e-14",-0.399,"YES","NA","No","No","No"
"72834","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000100105","PATZ1","6.74e-10",-0.329,"YES","NA","YES","No","No"
"72835","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000100321","SYNGR1","1.88e-09",-0.32,"YES","NA","YES","No","No"
"72836","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000101134","DOK5","3.17e-10",-0.335,"YES","NA","No","No","No"
"72838","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000101213","PTK6","9.37e-17",-0.436,"YES","NA","No","No","No"
"72839","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000101474","APMAP","1.37e-11",-0.359,"YES","NA","No","No","No"
"72840","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000101608","MYL12A","2.51e-11",-0.354,"YES","NA","No","No","No"
"72846","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000102243","VGLL1","8.51e-17",-0.436,"YES","NA","No","No","No"
"72849","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000102362","SYTL4","1.95e-10",-0.339,"YES","NA","No","No","Yes"
"72851","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000102804","TSC22D1","1.58e-10",-0.34,"YES","NA","No","No","No"
"72854","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000104413","ESRP1","2.04e-13",-0.388,"YES","NA","No","No","No"
"72857","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105088","OLFM2","9.39e-15",-0.408,"YES","NA","No","No","No"
"72858","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105131","EPHX3","3.09e-11",-0.353,"YES","NA","No","No","No"
"72859","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105219","CNTD2","5.80e-14",-0.397,"YES","NA","No","No","No"
"72860","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105655","ISYNA1","2.48e-09",-0.318,"YES","NA","No","No","No"
"72861","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105717","PBX4","3.38e-11",-0.352,"YES","NA","No","No","No"
"72862","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000105825","TFPI2","1.75e-12",-0.374,"YES","NA","No","No","No"
"72866","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000106066","CPVL","2.70e-13",-0.387,"YES","NA","No","No","No"
"72867","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000106351","AGFG2","8.12e-15",-0.409,"YES","NA","No","No","No"
"72868","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000106459","NRF1","7.44e-10",-0.328,"YES","NA","No","No","No"
"72874","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000108469","RECQL5","3.12e-13",-0.386,"YES","NA","No","No","No"
"72875","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000108511","HOXB6","2.86e-13",-0.386,"YES","NA","No","No","No"
"72878","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000109472","CPE","4.20e-21",-0.488,"YES","NA","No","No","No"
"72880","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000110583","NAA40","2.71e-09",-0.317,"YES","NA","No","No","No"
"72884","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000111344","RASAL1","6.58e-14",-0.396,"YES","NA","No","No","No"
"72885","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000111674","ENO2","6.29e-11",-0.347,"YES","NA","No","No","No"
"72886","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000111907","TPD52L1","2.73e-17",-0.443,"YES","NA","No","No","No"
"72887","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000112118","MCM3","1.28e-13",-0.392,"YES","NA","No","No","Yes"
"72890","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000112319","EYA4","2.23e-12",-0.372,"YES","NA","No","No","No"
"72891","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000112378","PERP","1.84e-13",-0.389,"YES","NA","No","No","No"
"72894","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000112759","SLC29A1","3.20e-12",-0.37,"YES","NA","No","No","No"
"72895","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000112812","PRSS16","2.04e-14",-0.403,"YES","NA","No","No","No"
"72899","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000113648","H2AFY","2.21e-14",-0.403,"YES","NA","No","No","No"
"72901","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000114268","PFKFB4","4.07e-10",-0.333,"YES","NA","No","No","No"
"72902","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000114315","HES1","2.51e-10",-0.337,"YES","NA","No","No","No"
"72903","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000114544","SLC41A3","3.23e-13",-0.385,"YES","NA","No","No","No"
"72905","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000115339","GALNT3","2.39e-13",-0.387,"YES","NA","No","No","No"
"72907","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000115525","ST3GAL5","5.12e-11",-0.349,"YES","NA","No","No","No"
"72908","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000115648","MLPH","5.32e-14",-0.397,"YES","NA","No","No","No"
"72909","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000115652","UXS1","8.09e-16",-0.423,"YES","NA","No","No","No"
"72911","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000115875","SRSF7","4.39e-11",-0.35,"YES","NA","No","No","No"
"72914","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000116478","HDAC1","1.88e-11",-0.357,"YES","NA","No","No","No"
"72916","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000116819","TFAP2E","1.30e-13",-0.391,"YES","NA","No","No","No"
"72919","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000117318","ID3","1.44e-17",-0.446,"YES","NA","No","No","No"
"72920","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000117394","SLC2A1","2.75e-16",-0.43,"YES","NA","No","No","No"
"72922","hsa-miR-218-1-3p","MIMAT0004565","ENSG00000118898","PPL","3.59e-19",-0.466,"YES","NA","No","No","No"
